Dat;Region_ID;FD_ID;Umsatz
2020-12-12;59;5;1314515,95
2020-12-12;60;2;368183,72
2020-12-12;61;3;13319156,6
2020-12-12;62;1;692469
2020-12-12;63;5;4941691,85
2020-12-12;64;5;1391232,03
2020-12-12;65;8;25792,4
2020-12-12;66;6;4122193,5
2020-12-12;67;1;701710,47
2020-12-12;68;1;687808,75
2020-12-12;69;1;1307193,21
2020-12-12;70;7;751366,87
2020-12-12;71;1;2504109,23
2020-12-12;72;6;1312659,61
2020-12-12;73;5;4121379,96
2020-12-12;74;6;2260543,02
2020-12-12;75;8;604526,59
2020-12-12;76;1;2208674,65
2020-12-12;77;1;43001187,99
2020-12-12;78;2;7812833,82
2020-12-12;86;6;2354821,86
2020-12-12;87;8;67569,16
2020-12-12;89;6;695356,31
2020-12-12;91;3;355433,9
2020-12-12;92;3;3279,59
2020-12-12;94;3;60206,39
2020-12-13;01;3;369161,43
2020-12-13;02;5;2714808,99
2020-12-13;03;8;50674,5
2020-12-13;04;7;32298,38
2020-12-13;05;4;133879,86
2020-12-13;06;4;294138,64
2020-12-13;07;4;249321,11
2020-12-13;08;3;39315,19
2020-12-13;09;4;68259,85
2020-12-13;10;2;127810,67
2020-12-13;11;2;429699,06
2020-12-13;12;5;201234,36
2020-12-13;13;5;309696,56
2020-12-13;14;8;116071,02
2020-12-13;15;4;394970,04
2020-12-13;16;5;4176347,61
2020-12-13;17;7;89170,14
2020-12-13;18;5;2104959,5
2020-12-13;19;7;91776,48
2020-12-13;20;4;22530,04
2020-12-13;21;5;502334,59
2020-12-13;22;7;577402,55
2020-12-13;23;3;10512126,43
2020-12-13;24;7;1646912,25
2020-12-13;25;8;978767,4
2020-12-13;26;4;5177903,36
2020-12-13;27;8;12489,33
2020-12-13;28;8;30723,08
2020-12-13;29;2;144689,81
2020-12-13;30;3;2212547,46
2020-12-13;31;1;3934792,24
2020-12-13;32;1;738451,63
2020-12-13;33;1;828580,88
2020-12-13;34;3;2653614,25
2020-12-13;35;2;588522,7
2020-12-13;36;1;2621339,34
2020-12-13;37;1;498078,84
2020-12-13;38;7;811103,12
2020-12-13;39;2;506624,64
2020-12-13;40;1;1955132,01
2020-12-13;42;7;656438,36
2020-12-13;43;5;324153,29
2020-12-13;44;1;387066,94
2020-12-13;45;6;624322,39
2020-12-13;46;1;612937,76
2020-12-13;47;2;1185178,38
2020-12-13;48;1;2370248,32
2020-12-13;49;8;23472,42
2020-12-13;50;1;10133917,48
2020-12-13;51;2;258814,49
2020-12-13;52;5;2730121,62
2020-12-13;53;2;614453,53
2020-12-13;54;7;2768490,93
2020-12-13;55;7;745873,62
2020-12-13;56;5;1757874,34
2020-12-13;57;1;762371,21
2020-12-13;58;5;349308,58
2020-12-13;59;5;1300395,13
2020-12-13;60;2;421041,98
2020-12-13;61;3;10573620,74
2020-12-13;62;1;581050,81
2020-12-13;63;5;3840512,6
2020-12-13;64;5;1023243,96
2020-12-13;65;8;19235,9
2020-12-13;66;6;3351916,83
2020-12-13;67;1;545615,98
2020-12-13;68;1;709579,4
2020-12-13;69;1;886652,91
2020-12-13;70;7;306721,96
2020-12-13;71;1;1516402,79
2020-12-13;72;6;1236999,07
2020-12-13;73;5;3789093,97
2020-12-13;74;6;1838293,6
2020-12-13;75;8;555004,12
2020-12-13;76;1;1297764,67
2020-12-13;77;1;33974981,38
2020-12-13;78;2;5715210,07
2020-12-13;86;6;2180516,75
2020-12-13;87;8;14841,69
2020-12-13;89;6;528023,78
2020-12-13;91;3;217217,51
2020-12-13;92;3;4214,5
2020-12-13;94;3;85917,3
2020-12-14;01;3;619606,84
2020-12-14;02;5;5163667,33
2020-12-14;03;8;74814,04
2020-12-14;04;7;66441,22
2020-12-14;05;4;252065,09
2020-12-14;06;4;190073,38
2020-12-14;07;4;376679,39
2020-12-14;08;3;173381,94
2020-12-14;09;4;241226,07
2020-12-14;10;2;400694,94
2020-12-14;11;2;365531,11
2020-12-14;12;5;255927,51
2020-12-14;13;5;520118,58
2020-12-14;14;8;83078,1
2020-12-14;15;4;766989,73
2020-12-14;16;5;6933094,12
2020-12-14;17;7;80220,36
2020-12-14;18;5;3690078,65
2020-12-14;19;7;125797,12
2020-12-14;20;4;78320,19
2020-12-14;21;5;1050042,01
2020-12-14;22;7;1225383,52
2020-12-14;23;3;20924884,98
2020-12-14;24;7;3345078,53
2020-12-14;25;8;1446022,2
2020-12-14;26;4;8668160,76
2020-12-14;27;8;87681,81
2020-12-14;28;8;32781,74
2020-12-14;29;2;472793,94
2020-12-14;30;3;3075712,3
2020-12-14;31;1;6778244,68
2020-12-14;32;1;1379721,14
2020-12-14;33;1;1818539,37
2020-12-14;34;3;4653288,79
2020-12-14;35;2;1365611,66
2020-12-14;36;1;6092906,27
2020-12-14;37;1;1053386,48
2020-12-14;38;7;1421238,03
2020-12-14;39;2;393792,31
2020-12-14;40;1;3276346,59
2020-12-14;42;7;1068890,82
2020-12-14;43;5;390285,65
2020-12-14;44;1;834558,36
2020-12-14;45;6;893173,63
2020-12-14;46;1;1528809,3
2020-12-14;47;2;2174934,9
2020-12-14;48;1;4168581,84
2020-12-14;49;8;48441,81
2020-12-14;50;1;20622870,92
2020-12-14;51;2;439800,96
2020-12-14;52;5;5351227,52
2020-12-14;53;2;776924,1
2020-12-14;54;7;4368106,59
2020-12-14;55;7;1458595,74
2020-12-14;56;5;3033856,31
2020-12-14;57;1;2043304,45
2020-12-14;58;5;578690,47
2020-12-14;59;5;1685608,34
2020-12-14;60;2;694446,52
2020-12-14;61;3;18787290,35
2020-12-14;62;1;1322614,21
2020-12-14;63;5;7466904,04
2020-12-14;64;5;2207650,28
2020-12-14;65;8;43935,27
2020-12-14;66;6;5430349,38
2020-12-14;67;1;1347582,61
2020-12-14;68;1;1294442,41
2020-12-14;69;1;2091153,36
2020-12-14;70;7;562455,93
2020-12-14;71;1;3679169,55
2020-12-14;72;6;1619753,4
2020-12-14;73;5;4146374,16
2020-12-14;74;6;2883997,83
2020-12-14;75;8;632989,83
2020-12-14;76;1;3123059,96
2020-12-14;77;1;66986327,54
2020-12-14;78;2;12551986,12
2020-12-14;86;6;2383014,8
2020-12-14;87;8;174351,14
2020-12-14;89;6;861003,64
2020-12-14;91;3;237746,67
2020-12-14;92;3;6112,92
2020-12-14;94;3;62010,76
2020-12-14;95;3;15297,41
2020-12-15;01;3;548328,41
2020-12-15;02;5;5344593,69
2020-12-15;03;8;110557,47
2020-12-15;04;7;77952,09
2020-12-15;05;4;289247,81
2020-12-15;06;4;570934,16
2020-12-15;07;4;349082,31
2020-12-15;08;3;127971,7
2020-12-15;09;4;225984,04
2020-12-15;10;2;361011,39
2020-12-15;11;2;409372,19
2020-12-15;12;5;244152,54
2020-12-15;13;5;786829,83
2020-12-15;14;8;154974,6
2020-12-15;15;4;762438,69
2020-12-15;16;5;6800092,2
2020-12-15;17;7;60247,42
2020-12-15;18;5;3700439,85
2020-12-15;19;7;168314,96
2020-12-15;20;4;59972,84
2020-12-15;21;5;1145793,37
2020-12-15;22;7;1336600,6
2020-12-15;23;3;21217254,64
2020-12-15;24;7;3332760,34
2020-12-15;25;8;1481462,02
2020-12-15;26;4;9455985,86
2020-12-15;27;8;45390,45
2020-12-15;28;8;47375,74
2020-12-15;29;2;695301,79
2020-12-15;30;3;3484014,34
2020-12-15;31;1;6732184,78
2020-12-15;32;1;1535190,28
2020-12-15;33;1;1636813,08
2020-12-15;34;3;4553050,02
2020-12-15;35;2;1438932,81
2020-12-15;36;1;6342483,76
2020-12-15;37;1;1105448,96
2020-12-15;38;7;1207891,88
2020-12-15;39;2;568056,55
2020-12-15;40;1;3061632,85
2020-12-15;42;7;1064050,51
2020-12-15;43;5;571276,21
2020-12-15;44;1;790230,8
2020-12-15;45;6;764957,98
2020-12-15;46;1;1482428,26
2020-12-15;47;2;2195830,57
2020-12-15;48;1;4610989,28
2020-12-15;49;8;198217,37
2020-12-15;50;1;20833828,13
2020-12-15;51;2;484283,17
2020-12-15;52;5;5648955,03
2020-12-15;53;2;859911,36
2020-12-15;54;7;4798423,53
2020-12-15;55;7;1381101,58
2020-12-15;56;5;3014436,14
2020-12-15;57;1;2188017,6
2020-12-15;58;5;698275,67
2020-12-15;59;5;1852425,84
2020-12-15;60;2;838121,74
2020-12-15;61;3;20003599,95
2020-12-15;62;1;1451038,53
2020-12-15;63;5;8123771,47
2020-12-15;64;5;2211758,48
2020-12-15;65;8;62467,81
2020-12-15;66;6;5731653,35
2020-12-15;67;1;1213361,2
2020-12-15;68;1;1249463,39
2020-12-15;69;1;2212888,34
2020-12-15;70;7;462175,25
2020-12-15;71;1;3932810,37
2020-12-15;72;6;1779311,2
2020-12-15;73;5;4761418,25
2020-12-15;74;6;3477052,1
2020-12-15;75;8;601858,64
2020-12-15;76;1;3694232,62
2020-12-15;77;1;75110405,12
2020-12-15;78;2;12921410,22
2020-12-15;86;6;2964555,17
2020-12-15;87;8;133879,17
2020-12-15;89;6;1011040,09
2020-12-15;91;3;188909,97
2020-12-15;92;3;7838,4
2020-12-15;94;3;66422,74
2020-12-15;95;3;31773,26
2020-12-16;01;3;559076,4
2020-12-16;02;5;5032196,13
2020-12-16;03;8;142509,42
2020-12-16;04;7;54455,66
2020-12-16;05;4;242598,75
2020-12-16;06;4;162539,14
2020-12-16;07;4;268709,29
2020-12-16;08;3;149678,86
2020-12-16;09;4;352254,78
2020-12-16;10;2;362161,7
2020-12-16;11;2;488751,68
2020-12-16;12;5;327470,12
2020-12-16;13;5;420832,51
2020-12-16;14;8;136384,17
2020-12-16;15;4;843694,44
2020-12-16;16;5;6353497,3
2020-12-16;17;7;179908,36
2020-12-16;18;5;3778935,87
2020-12-16;19;7;114494,86
2020-12-16;20;4;63975,83
2020-12-16;21;5;1147685,25
2020-12-16;22;7;1367613,53
2020-12-16;23;3;21648783,58
2020-12-16;24;7;3306103,82
2020-12-16;25;8;1731464,59
2020-12-16;26;4;10261623,32
2020-12-16;27;8;59967,37
2020-12-16;28;8;26565,74
2020-12-16;29;2;428677,57
2020-12-16;30;3;4527124,79
2020-12-16;31;1;7173892,88
2020-12-16;32;1;1647969,76
2020-12-16;33;1;1798561,25
2020-12-16;34;3;4613570,37
2020-12-16;35;2;1449214,58
2020-12-16;36;1;6534254
2020-12-16;37;1;1184987,85
2020-12-16;38;7;1199557,45
2020-12-16;39;2;569805,15
2020-12-16;40;1;3013948,18
2020-12-16;42;7;1298398,48
2020-12-16;43;5;557137
2020-12-16;44;1;768086,13
2020-12-16;45;6;874434,79
2020-12-16;46;1;1764603,46
2020-12-16;47;2;2388979,37
2020-12-16;48;1;4694542,95
2020-12-16;49;8;188785,68
2020-12-16;50;1;21129156,26
2020-12-16;51;2;458292,65
2020-12-16;52;5;5819678,38
2020-12-16;53;2;812778,29
2020-12-16;54;7;4800613,47
2020-12-16;55;7;1312892,69
2020-12-16;56;5;3275990,29
2020-12-16;57;1;2092164,98
2020-12-16;58;5;462644,81
2020-12-16;59;5;1816965,85
2020-12-16;60;2;850191,3
2020-12-16;61;3;20674417,34
2020-12-16;62;1;1464411,94
2020-12-16;63;5;7746187,06
2020-12-16;64;5;2312542,64
2020-12-16;65;8;76133,51
2020-12-16;66;6;6167850,61
2020-12-16;67;1;1347080,49
2020-12-16;68;1;1276995,83
2020-12-16;69;1;2281426,62
2020-12-16;70;7;731929,74
2020-12-16;71;1;3767382,84
2020-12-16;72;6;1950939,81
2020-12-16;73;5;4764168,88
2020-12-16;74;6;3229704,42
2020-12-16;75;8;608685,87
2020-12-16;76;1;3530100,69
2020-12-16;77;1;70780024,29
2020-12-16;78;2;12552157,33
2020-12-16;86;6;2974085,88
2020-12-16;87;8;196355,98
2020-12-16;89;6;890348,11
2020-12-16;91;3;239923,28
2020-12-16;92;3;9433,76
2020-12-16;94;3;57556,25
2020-12-17;01;3;566802,64
2020-12-17;02;5;4752391,47
2020-12-17;03;8;70297,06
2020-12-17;04;7;43696,94
2020-12-17;05;4;242681,18
2020-12-17;06;4;251756,76
2020-12-17;07;4;312618,18
2020-12-17;08;3;163169,62
2020-12-17;09;4;252316,15
2020-12-17;10;2;461030,94
2020-12-17;11;2;672926,49
2020-12-17;12;5;229754,92
2020-12-17;13;5;459102,89
2020-12-17;14;8;125650,16
2020-12-17;15;4;714257,17
2020-12-17;16;5;7051818,31
2020-12-17;17;7;154287,38
2020-12-17;18;5;3854197,9
2020-12-17;19;7;110472,29
2020-12-17;20;4;91916,43
2020-12-17;21;5;1063777,77
2020-12-17;22;7;1401606,24
2020-12-17;23;3;22597844,58
2020-12-17;24;7;3241154,79
2020-12-17;25;8;1584341,22
2020-12-17;26;4;9798981,15
2020-12-17;27;8;42463,63
2020-12-17;28;8;71025,02
2020-12-17;29;2;432597,79
2020-12-17;30;3;3808906,7
2020-12-17;31;1;6962667,34
2020-12-17;32;1;1621765,76
2020-12-17;33;1;1662434,48
2020-12-17;34;3;4541454,47
2020-12-17;35;2;1589778,49
2020-12-17;36;1;6429547,9
2020-12-17;37;1;1088869,94
2020-12-17;38;7;1207065,78
2020-12-17;39;2;505369
2020-12-17;40;1;3369358,08
2020-12-17;42;7;1299910,86
2020-12-17;43;5;550010,62
2020-12-17;44;1;941835,41
2020-12-17;45;6;950356,22
2020-12-17;46;1;1695262,09
2020-12-17;47;2;2118449,57
2020-12-17;48;1;4527442,97
2020-12-17;49;8;133328,94
2020-12-17;50;1;22161014,79
2020-12-17;51;2;412854,46
2020-12-17;52;5;5818804,86
2020-12-17;53;2;722701,87
2020-12-17;54;7;4724019,84
2020-12-17;55;7;1329058,46
2020-12-17;56;5;3227146,62
2020-12-17;57;1;1808420,29
2020-12-17;58;5;422765,71
2020-12-17;59;5;1937578,33
2020-12-17;60;2;876820,1
2020-12-17;61;3;21056626,64
2020-12-17;62;1;1408144,56
2020-12-17;63;5;7756356,19
2020-12-17;64;5;2418545,95
2020-12-17;65;8;44062,79
2020-12-17;66;6;5753868,59
2020-12-17;67;1;1563671,44
2020-12-17;68;1;1373661,46
2020-12-17;69;1;2309920,9
2020-12-17;70;7;529529,66
2020-12-17;71;1;3669595,41
2020-12-17;72;6;1586994,72
2020-12-17;73;5;4523852,8
2020-12-17;74;6;3348806,74
2020-12-17;75;8;939692,38
2020-12-17;76;1;3329525,55
2020-12-17;77;1;69702430,08
2020-12-17;78;2;12621062,79
2020-12-17;86;6;2891079,21
2020-12-17;87;8;19078,58
2020-12-17;89;6;1029986,03
2020-12-17;91;3;286621,41
2020-12-17;92;3;8198,59
2020-12-17;94;3;25920,99
2020-12-17;95;3;26080,66
2020-12-18;01;3;697615,07
2020-12-18;02;5;4718046,96
2020-12-18;03;8;86621,63
2020-12-18;04;7;97322,34
2020-12-18;05;4;242028,35
2020-12-18;06;4;160915
2020-12-18;07;4;245434,12
2020-12-18;08;3;140805,18
2020-12-18;09;4;296016,25
2020-12-18;10;2;392071,44
2020-12-18;11;2;472210,16
2020-12-18;12;5;341132,27
2020-12-18;13;5;576055,35
2020-12-18;14;8;138037,62
2020-12-18;15;4;800479,36
2020-12-18;16;5;7019557,19
2020-12-18;17;7;138910,1
2020-12-18;18;5;3683213,17
2020-12-18;19;7;139631,02
2020-12-18;20;4;56834,94
2020-12-18;21;5;1075096,1
2020-12-18;22;7;1443463,24
2020-12-18;23;3;22240909,36
2020-12-18;24;7;3335887,24
2020-12-18;25;8;1349262,29
2020-12-18;26;4;9860229,1
2020-12-18;27;8;123012,61
2020-12-18;28;8;69475,54
2020-12-18;29;2;576361,75
2020-12-18;30;3;3472016,77
2020-12-18;31;1;7146670,23
2020-12-18;32;1;1752905,2
2020-12-18;33;1;2030785,46
2020-12-18;34;3;4637133,7
2020-12-18;35;2;1435287,76
2020-12-18;36;1;6277465,8
2020-12-18;37;1;1099439,96
2020-12-18;38;7;1202325,31
2020-12-18;39;2;500856,69
2020-12-18;40;1;3284242,64
2020-12-18;42;7;1256986,89
2020-12-18;43;5;610764,25
2020-12-18;44;1;922866,88
2020-12-18;45;6;780878,55
2020-12-18;46;1;1702276,71
2020-12-18;47;2;2448062,78
2020-12-18;48;1;4623530,43
2020-12-18;49;8;162948,31
2020-12-18;50;1;21294252,73
2020-12-18;51;2;414154,5
2020-12-18;52;5;5631538,48
2020-12-18;53;2;692308,76
2020-12-18;54;7;4768987,82
2020-12-18;55;7;1334590,16
2020-12-18;56;5;3000593,81
2020-12-18;57;1;1841685,12
2020-12-18;58;5;530971,96
2020-12-18;59;5;1721899,23
2020-12-18;60;2;838590,66
2020-12-18;61;3;19784721,67
2020-12-18;62;1;1281034,73
2020-12-18;63;5;8150749,89
2020-12-18;64;5;2401394,23
2020-12-18;65;8;44950,66
2020-12-18;66;6;5927510,55
2020-12-18;67;1;1326122,08
2020-12-18;68;1;968186,54
2020-12-18;69;1;2432054,56
2020-12-18;70;7;670347,91
2020-12-18;71;1;3558556,5
2020-12-18;72;6;1813515,46
2020-12-18;73;5;4454443,73
2020-12-18;74;6;3052028,26
2020-12-18;75;8;755767,97
2020-12-18;76;1;2786561,5
2020-12-18;77;1;72358500,26
2020-12-18;78;2;13403278,05
2020-12-18;83;2;3517,82
2020-12-18;86;6;3034222,59
2020-12-18;87;8;141629,13
2020-12-18;89;6;889403,59
2020-12-18;91;3;340399,29
2020-12-18;92;3;9086,53
2020-12-18;94;3;26065,78
2020-12-19;01;3;407091,03
2020-12-19;02;5;3674790,77
2020-12-19;03;8;36149,1
2020-12-19;04;7;37565,59
2020-12-19;05;4;177526,05
2020-12-19;06;4;255893,15
2020-12-19;07;4;260593,27
2020-12-19;08;3;81054,23
2020-12-19;09;4;180630,04
2020-12-19;10;2;211444,03
2020-12-19;11;2;624771,16
2020-12-19;12;5;298780,83
2020-12-19;13;5;293616,05
2020-12-19;14;8;96233,67
2020-12-19;15;4;600334,89
2020-12-19;16;5;5264569,12
2020-12-19;17;7;153645,43
2020-12-19;18;5;2684169,81
2020-12-19;19;7;72442,22
2020-12-19;20;4;57152,63
2020-12-19;21;5;687981,73
2020-12-19;22;7;1173648,23
2020-12-19;23;3;13834911,85
2020-12-19;24;7;2148600,68
2020-12-19;25;8;1071185,53
2020-12-19;26;4;7527218,03
2020-12-19;27;8;22665,1
2020-12-19;28;8;88755,29
2020-12-19;29;2;409314,13
2020-12-19;30;3;2450566,41
2020-12-19;31;1;4941951,11
2020-12-19;32;1;1157270,37
2020-12-19;33;1;867885,36
2020-12-19;34;3;3011987,11
2020-12-19;35;2;924362,07
2020-12-19;36;1;3888316,81
2020-12-19;37;1;588389,64
2020-12-19;38;7;1097433,42
2020-12-19;39;2;413237,94
2020-12-19;40;1;2392785,17
2020-12-19;42;7;739910,52
2020-12-19;43;5;577248,76
2020-12-19;44;1;586627,36
2020-12-19;45;6;718387,83
2020-12-19;46;1;1050805,01
2020-12-19;47;2;1839422,79
2020-12-19;48;1;3269276,74
2020-12-19;49;8;67499,1
2020-12-19;50;1;13367293,85
2020-12-19;51;2;392367,78
2020-12-19;52;5;3456126,87
2020-12-19;53;2;601893,39
2020-12-19;54;7;3414422,21
2020-12-19;55;7;991518,2
2020-12-19;56;5;2130873,95
2020-12-19;57;1;1023465,29
2020-12-19;58;5;383935,83
2020-12-19;59;5;1527625,92
2020-12-19;60;2;477741,87
2020-12-19;61;3;14072320,41
2020-12-19;62;1;881690,99
2020-12-19;63;5;4965537,72
2020-12-19;64;5;1406364,82
2020-12-19;65;8;45202,7
2020-12-19;66;6;4267626,16
2020-12-19;67;1;866981,66
2020-12-19;68;1;758259,76
2020-12-19;69;1;1208487,21
2020-12-19;70;7;506132,76
2020-12-19;71;1;2164476,45
2020-12-19;72;6;1348185,11
2020-12-19;73;5;4354125,4
2020-12-19;74;6;2395102,02
2020-12-19;75;8;597421,12
2020-12-19;76;1;2261604,67
2020-12-19;77;1;42142529,43
2020-12-19;78;2;7906263,16
2020-12-19;86;6;2316715,37
2020-12-19;87;8;51044,01
2020-12-19;89;6;621474,83
2020-12-19;91;3;467651,91
2020-12-19;92;3;4567,12
2020-12-19;94;3;62976,22
2020-12-20;01;3;436712,21
2020-12-20;02;5;3076493,84
2020-12-20;03;8;29652,51
2020-12-20;04;7;16506,36
2020-12-20;05;4;247667,61
2020-12-20;06;4;131804,15
2020-12-20;07;4;188638,33
2020-12-20;08;3;65975,01
2020-12-20;09;4;84381,65
2020-12-20;10;2;250660,58
2020-12-20;11;2;380767,84
2020-12-20;12;5;155148,53
2020-12-20;13;5;263237,75
2020-12-20;14;8;147808,46
2020-12-20;15;4;430301,13
2020-12-20;16;5;4211689,55
2020-12-20;17;7;48771,72
2020-12-20;18;5;2048099,21
2020-12-20;19;7;77401,66
2020-12-20;20;4;20762,4
2020-12-20;21;5;701854,42
2020-12-20;22;7;963759,47
2020-12-20;23;3;11053449,39
2020-12-20;24;7;1546622,57
2020-12-20;25;8;719123,7
2020-12-20;26;4;5461824,91
2020-12-20;27;8;43024,7
2020-12-20;28;8;25671,27
2020-12-20;29;2;202114,36
2020-12-20;30;3;2064815,28
2020-12-20;31;1;4058356,7
2020-12-20;32;1;737090,41
2020-12-20;33;1;782445,16
2020-12-20;34;3;2498899,48
2020-12-20;35;2;734640,81
2020-12-20;36;1;2886145,74
2020-12-20;37;1;639426,27
2020-12-20;38;7;926608,75
2020-12-20;39;2;255271,56
2020-12-20;40;1;1533483,6
2020-12-20;42;7;803385,23
2020-12-20;43;5;451689,07
2020-12-20;44;1;334950,05
2020-12-20;45;6;768065,07
2020-12-20;46;1;745500,05
2020-12-20;47;2;1106049,35
2020-12-20;48;1;2675372,72
2020-12-20;49;8;124620,99
2020-12-20;50;1;10650135,71
2020-12-20;51;2;216868,64
2020-12-20;52;5;2885312,15
2020-12-20;53;2;485703,32
2020-12-20;54;7;2717967,05
2020-12-20;55;7;848610,22
2020-12-20;56;5;1813289,88
2020-12-20;57;1;593085,42
2020-12-20;58;5;366954,52
2020-12-20;59;5;1152972,46
2020-12-20;60;2;353507,35
2020-12-20;61;3;11103798,31
2020-12-20;62;1;610503,21
2020-12-20;63;5;3980475,76
2020-12-20;64;5;1025667,69
2020-12-20;65;8;80846,8
2020-12-20;66;6;3235363,44
2020-12-20;67;1;613553,79
2020-12-20;68;1;563906,34
2020-12-20;69;1;748863,56
2020-12-20;70;7;312738,48
2020-12-20;71;1;1362564,66
2020-12-20;72;6;902732,29
2020-12-20;73;5;3870198,02
2020-12-20;74;6;1964265,42
2020-12-20;75;8;387233,08
2020-12-20;76;1;1395213,78
2020-12-20;77;1;33902822,24
2020-12-20;78;2;5796045,99
2020-12-20;86;6;2196540,52
2020-12-20;87;8;47165,93
2020-12-20;89;6;516730,78
2020-12-20;91;3;387702,24
2020-12-20;92;3;593,36
2020-12-20;94;3;39838,34
2020-12-21;01;3;618916,71
2020-12-21;02;5;4857813,51
2020-12-21;03;8;153205,6
2020-12-21;04;7;52609,87
2020-12-21;05;4;257009,29
2020-12-21;06;4;189375,46
2020-12-21;07;4;267646,27
2020-12-21;08;3;166791,65
2020-12-21;09;4;218398,23
2020-12-21;10;2;376247,4
2020-12-21;11;2;433115,55
2020-12-21;12;5;324490,47
2020-12-21;13;5;535217,96
2020-12-21;14;8;140255,33
2020-12-21;15;4;870431,03
2020-12-21;16;5;7009645,07
2020-12-21;17;7;235659,64
2020-12-21;18;5;3574283,5
2020-12-21;19;7;82161,56
2020-12-21;20;4;45631,06
2020-12-21;21;5;1111758,36
2020-12-21;22;7;1471833,88
2020-12-21;23;3;19543812,89
2020-12-21;24;7;2949080,48
2020-12-21;25;8;1267989,99
2020-12-21;26;4;9226893,22
2020-12-21;27;8;29790,01
2020-12-21;28;8;37321,28
2020-12-21;29;2;443289,72
2020-12-21;30;3;4169747,23
2020-12-21;31;1;6947633,71
2020-12-21;32;1;1407529,97
2020-12-21;33;1;1768793,58
2020-12-21;34;3;4677394,93
2020-12-21;35;2;1394584,92
2020-12-21;36;1;6542853,98
2020-12-21;37;1;1144869,64
2020-12-21;38;7;1165459,49
2020-12-21;39;2;363993,91
2020-12-21;40;1;3082147,44
2020-12-21;42;7;1114691,6
2020-12-21;43;5;567460,24
2020-12-21;44;1;691867,99
2020-12-21;45;6;811931,17
2020-12-21;46;1;1652610,46
2020-12-21;47;2;2085792,49
2020-12-21;48;1;3933592,16
2020-12-21;49;8;59643,58
2020-12-21;50;1;20997471,66
2020-12-21;51;2;407998,69
2020-12-21;52;5;5323879,51
2020-12-21;53;2;765420,39
2020-12-21;54;7;4535772,56
2020-12-21;55;7;1144850,47
2020-12-21;56;5;2974840,36
2020-12-21;57;1;1775608,95
2020-12-21;58;5;680043,87
2020-12-21;59;5;1612609,55
2020-12-21;60;2;817405,1
2020-12-21;61;3;18722860,52
2020-12-21;62;1;1388635,28
2020-12-21;63;5;6956270,55
2020-12-21;64;5;2000424,86
2020-12-21;65;8;44623,92
2020-12-21;66;6;5646703,28
2020-12-21;67;1;1226427,53
2020-12-21;68;1;1197450,61
2020-12-21;69;1;2160402,91
2020-12-21;70;7;673625,64
2020-12-21;71;1;3257144,11
2020-12-21;72;6;1821123,92
2020-12-21;73;5;4381394,12
2020-12-21;74;6;3235413,71
2020-12-21;75;8;438441,97
2020-12-21;76;1;3526020,18
2020-12-21;77;1;69102793,58
2020-12-21;78;2;12037775,81
2020-12-21;83;2;25831,66
2020-12-21;86;6;3001172,81
2020-12-21;87;8;44338,33
2020-12-21;89;6;917899,13
2020-12-21;91;3;292261,75
2020-12-21;92;3;9707,9
2020-12-21;94;3;3086,73
2020-12-22;01;3;652139,27
2020-12-22;02;5;5149112,92
2020-12-22;03;8;103476,3
2020-12-22;04;7;74529,54
2020-12-22;05;4;348494,49
2020-12-22;06;4;238584,51
2020-12-22;07;4;365054,87
2020-12-22;08;3;168591,51
2020-12-22;09;4;232044,23
2020-12-22;10;2;402651,2
2020-12-22;11;2;368932,82
2020-12-22;12;5;366345,41
2020-12-22;13;5;647756,98
2020-12-22;14;8;104751,84
2020-12-22;15;4;947410,64
2020-12-22;16;5;6518896,06
2020-12-22;17;7;190889,78
2020-12-22;18;5;3800651,13
2020-12-22;19;7;58323,77
2020-12-22;20;4;36468,78
2020-12-22;21;5;958998,24
2020-12-22;22;7;1562274,08
2020-12-22;23;3;22876820,95
2020-12-22;24;7;3523999,41
2020-12-22;25;8;1465315,12
2020-12-22;26;4;10045811,96
2020-12-22;27;8;86592,39
2020-12-22;28;8;33637,52
2020-12-22;29;2;559787,98
2020-12-22;30;3;4493477,83
2020-12-22;31;1;7925675,44
2020-12-22;32;1;1566461,88
2020-12-22;33;1;1708703,12
2020-12-22;34;3;4896644,28
2020-12-22;35;2;1303576,09
2020-12-22;36;1;7080238,64
2020-12-22;37;1;1034859,79
2020-12-22;38;7;1147829,71
2020-12-22;39;2;455877,38
2020-12-22;40;1;3390159,64
2020-12-22;42;7;1411452,47
2020-12-22;43;5;642173,75
2020-12-22;44;1;847026,55
2020-12-22;45;6;849103,73
2020-12-22;46;1;1870490,24
2020-12-22;47;2;2210276,64
2020-12-22;48;1;4724588,77
2020-12-22;49;8;130038,91
2020-12-22;50;1;21595367,68
2020-12-22;51;2;453353,25
2020-12-22;52;5;5975516,91
2020-12-22;53;2;922314,31
2020-12-22;54;7;4824712,12
2020-12-22;55;7;1350962,72
2020-12-22;56;5;2783699,87
2020-12-22;57;1;1850401,67
2020-12-22;58;5;527029,52
2020-12-22;59;5;1780293,29
2020-12-22;60;2;801684,19
2020-12-22;61;3;20172564,81
2020-12-22;62;1;1397415,58
2020-12-22;63;5;7619395,61
2020-12-22;64;5;2332586,96
2020-12-22;65;8;39974,39
2020-12-22;66;6;5796340,48
2020-12-22;67;1;1227552,13
2020-12-22;68;1;1186885,26
2020-12-22;69;1;2339426,14
2020-12-22;70;7;586794,44
